,company_code,date,open,high,low,close,adj_close,volume
0,^AEX,2007-09-03,523.77001953125,525.9299926757812,522.9199829101562,525.3599853515625,525.3599853515625,72701400
1,^AEX,2007-09-04,524.3400268554688,531.75,522.3200073242188,531.0,531.0,131164100
2,^AEX,2007-09-05,530.239990234375,530.239990234375,522.9199829101562,523.02001953125,523.02001953125,144836900
3,^AEX,2007-09-06,526.0399780273438,527.2899780273438,520.8099975585938,527.2100219726562,527.2100219726562,142599100
4,^AEX,2007-09-07,526.1699829101562,529.25,516.489990234375,517.4299926757812,517.4299926757812,185333600
5,^AEX,2007-09-10,517.47998046875,520.0499877929688,512.4199829101562,512.9000244140625,512.9000244140625,157286800
6,^AEX,2007-09-11,518.0700073242188,521.8800048828125,516.6799926757812,521.530029296875,521.530029296875,145000100
7,^AEX,2007-09-12,522.4299926757812,524.1799926757812,518.5900268554688,523.3800048828125,523.3800048828125,126811600
8,^AEX,2007-09-13,522.780029296875,531.719970703125,521.6500244140625,530.9600219726562,530.9600219726562,145220600
9,^AEX,2007-09-14,529.1400146484375,530.239990234375,524.3800048828125,528.3599853515625,528.3599853515625,140624700
10,^AEX,2007-09-17,527.510009765625,527.510009765625,521.7100219726562,522.989990234375,522.989990234375,133209900
11,^AEX,2007-09-18,522.030029296875,531.3499755859375,521.5599975585938,531.0,531.0,184056500
12,^AEX,2007-09-19,541.1699829101562,545.0599975585938,537.8099975585938,543.5399780273438,543.5399780273438,208262000
13,^AEX,2007-09-20,540.25,543.030029296875,539.4099731445312,542.4500122070312,542.4500122070312,143398300
14,^AEX,2007-09-21,540.6900024414062,546.5599975585938,540.6900024414062,544.6500244140625,544.6500244140625,247930900
15,^AEX,2007-09-24,543.8800048828125,544.4299926757812,540.6300048828125,541.6300048828125,541.6300048828125,142766900
16,^AEX,2007-09-25,539.2999877929688,539.77001953125,533.4600219726562,534.989990234375,534.989990234375,209139700
17,^AEX,2007-09-26,536.6500244140625,541.510009765625,536.6500244140625,539.3699951171875,539.3699951171875,171118600
18,^AEX,2007-09-27,542.5499877929688,544.4199829101562,541.5900268554688,542.239990234375,542.239990234375,170159000
19,^AEX,2007-09-28,542.1400146484375,542.75,537.719970703125,540.97998046875,540.97998046875,237318200
20,^AEX,2007-10-01,538.4099731445312,545.8499755859375,537.510009765625,545.5700073242188,545.5700073242188,184260000
21,^AEX,2007-10-02,548.6799926757812,549.02001953125,542.1400146484375,542.9299926757812,542.9299926757812,238202600
22,^AEX,2007-10-03,543.469970703125,543.8499755859375,539.030029296875,540.530029296875,540.530029296875,193650900
23,^AEX,2007-10-04,538.1099853515625,542.9299926757812,537.760009765625,541.75,541.75,259056800
24,^AEX,2007-10-05,542.6300048828125,546.7100219726562,542.2899780273438,546.5999755859375,546.5999755859375,314890100
25,^AEX,2007-10-08,547.2999877929688,548.4500122070312,545.6400146484375,545.7899780273438,545.7899780273438,225027800
26,^AEX,2007-10-09,545.5399780273438,551.3099975585938,544.22998046875,550.719970703125,550.719970703125,440142200
27,^AEX,2007-10-10,551.260009765625,557.030029296875,549.3499755859375,554.5700073242188,554.5700073242188,303458500
28,^AEX,2007-10-11,555.0399780273438,559.4299926757812,555.0399780273438,558.010009765625,558.010009765625,235363200
29,^AEX,2007-10-12,553.6400146484375,559.1400146484375,552.030029296875,559.1400146484375,559.1400146484375,198090800
30,^AEX,2007-10-15,558.010009765625,558.8300170898438,552.780029296875,553.0700073242188,553.0700073242188,144199000
31,^AEX,2007-10-16,551.5599975585938,552.239990234375,547.6799926757812,550.2999877929688,550.2999877929688,155250800
32,^AEX,2007-10-17,549.52001953125,556.030029296875,549.1799926757812,554.5499877929688,554.5499877929688,167357700
33,^AEX,2007-10-18,555.8900146484375,556.989990234375,549.02001953125,551.530029296875,551.530029296875,144024500
34,^AEX,2007-10-19,550.25,554.3800048828125,549.4400024414062,551.0499877929688,551.0499877929688,148765000
35,^AEX,2007-10-22,541.4400024414062,543.4000244140625,538.510009765625,541.4299926757812,541.4299926757812,150378700
36,^AEX,2007-10-23,545.6300048828125,548.5999755859375,544.719970703125,546.3699951171875,546.3699951171875,127949900
37,^AEX,2007-10-24,546.760009765625,547.52001953125,542.1400146484375,543.3400268554688,543.3400268554688,163524100
38,^AEX,2007-10-25,546.4099731445312,548.5900268554688,544.6500244140625,545.9400024414062,545.9400024414062,255782800
39,^AEX,2007-10-26,546.280029296875,548.2899780273438,542.77001953125,547.1599731445312,547.1599731445312,166630100
40,^AEX,2007-10-29,551.1500244140625,551.6900024414062,549.3800048828125,550.8499755859375,550.8499755859375,112905700
41,^AEX,2007-10-30,548.5800170898438,549.7899780273438,544.77001953125,545.25,545.25,141023200
42,^AEX,2007-10-31,543.5800170898438,547.8499755859375,543.030029296875,547.8499755859375,547.8499755859375,141121600
43,^AEX,2007-11-01,549.719970703125,549.780029296875,537.9000244140625,540.9199829101562,540.9199829101562,165745300
44,^AEX,2007-11-02,536.5499877929688,539.9500122070312,534.2999877929688,537.25,537.25,196700500
45,^AEX,2007-11-05,534.260009765625,535.7899780273438,531.47998046875,534.02001953125,534.02001953125,132173200
46,^AEX,2007-11-06,535.7000122070312,536.489990234375,533.1699829101562,533.7000122070312,533.7000122070312,119542300
47,^AEX,2007-11-07,535.1500244140625,535.9299926757812,526.3499755859375,530.27001953125,530.27001953125,146251600
48,^AEX,2007-11-08,522.02001953125,526.5900268554688,520.969970703125,523.1699829101562,523.1699829101562,199378700
49,^AEX,2007-11-09,524.0700073242188,525.2000122070312,506.739990234375,510.6499938964844,510.6499938964844,213865500
50,^AEX,2007-11-12,506.6099853515625,509.0299987792969,502.9200134277344,508.32000732421875,508.32000732421875,190267000
51,^AEX,2007-11-13,505.760009765625,509.510009765625,504.0,507.8900146484375,507.8900146484375,152125900
52,^AEX,2007-11-14,514.6300048828125,515.6699829101562,510.5299987792969,512.3200073242188,512.3200073242188,169116800
53,^AEX,2007-11-15,511.3399963378906,513.0,504.9599914550781,506.7799987792969,506.7799987792969,155155800
54,^AEX,2007-11-16,500.80999755859375,503.4200134277344,496.9200134277344,500.0799865722656,500.0799865722656,179220700
55,^AEX,2007-11-19,501.92999267578125,504.6300048828125,490.0899963378906,491.0899963378906,491.0899963378906,181757000
56,^AEX,2007-11-20,492.4700012207031,495.0400085449219,484.9200134277344,493.8399963378906,493.8399963378906,213583900
57,^AEX,2007-11-21,487.1000061035156,488.5299987792969,480.8699951171875,483.5299987792969,483.5299987792969,187726500
58,^AEX,2007-11-22,484.4700012207031,487.57000732421875,481.8399963378906,484.92999267578125,484.92999267578125,108383600
59,^AEX,2007-11-23,484.7200012207031,493.1499938964844,484.7200012207031,492.4700012207031,492.4700012207031,156418300
60,^AEX,2007-11-26,497.1600036621094,499.510009765625,491.29998779296875,491.82000732421875,491.82000732421875,148395500
61,^AEX,2007-11-27,487.9800109863281,494.8299865722656,486.7300109863281,492.239990234375,492.239990234375,146575500
62,^AEX,2007-11-28,494.30999755859375,501.3900146484375,487.989990234375,500.2099914550781,500.2099914550781,148925400
63,^AEX,2007-11-29,503.8699951171875,504.30999755859375,497.9800109863281,501.9100036621094,501.9100036621094,166936200
